d0, d1, d2, d3, d4, d5, d6, d7, d8, d9, d10, d11, d12, d13, d14, d15, D.V.
-0.70575, 0.82663, 2.79477, -4.286285, 7.352966, 1.102844, 6.901459, 5.275299, 0.960816, 0.819336, 2.955018, -7.279907, -6.728729, -1.853058, -2.404938, 5.719239, -0.311102321709996
8.551819, 1.531647, -7.813446, 2.720917, -5.687348, -2.145477, -2.739014, 2.923005, 5.06073, 0.217041, -2.417053, 5.870575, 10.678559, 1.351105, -2.158569, 6.678681, 6055.63545705955
-4.571747, -2.345642, -8.033721, -1.120025, -8.419769, -3.149871, 7.06958, -2.1026, -7.332641, 4.272796, 9.012084, 4.141754, 2.363617, -6.222168, 2.594605, 0.734497, 357.62202419871
-0.011718, 6.277008, 0.374451, -7.144806, 4.634491, -5.101562, -2.89325, 3.714356, -4.076507, 6.771973, -1.189026, 0.151092, -0.616669, -5.560944, -2.53775, -0.144348, -1.15822786379836E-02
8.45282, 1.888123, -5.69223, -4.782929, 5.110443, -0.785401, -4.191681, 2.796021, -6.871735, -4.09378, -5.795502, 2.422272, -7.049163, -3.247009, 0.708252, 8.917389, 5788.98459234367
-3.800873, 6.382477, 4.319275, 0.442474, 9.799347, 7.419952, -8.733673, -4.529266, -7.263061, 7.273468, 9.073761, 6.385162, 0.435516, 1.544128, 8.252838, 0.701203, 164.441214578163
-1.23941, -7.938874, -0.381866, -0.085571, -0.351318, 8.542023, 8.229065, -1.026886, 2.361145, -7.122161, 7.956116, 2.376007, -8.637024, 5.043121, -6.327637, 4.894867, 0.75254074314618
0.826935, 3.631317, -0.930115, 4.922272, 0.762268, 0.014709, 5.101074, -4.555939, 1.768647, 7.12973, 8.045135, 4.637207, -6.584839, -8.113006, 0.199524, -6.907624, 2.54384425751606
10.24411, -5.793396, 3.196197, 10.661499, 9.400055, -7.321899, -3.056884, 5.930664, -8.116455, 2.845826, 8.190735, 7.317444, 1.430145, -5.881043, -8.276764, -4.206085, 12203.0003606758
5.014312, 9.306701, 6.175049, -7.766022, 3.978333, 4.778473, -7.527741, -7.613709, 0.786133, 0.248993, -0.101043, 4.47168, 0.402313, -1.811554, 6.788666, 5.406036, 788.420895940132
3.295959, 3.857697, -3.159271, 2.647766, 6.06961, 7.968476, -1.938202, -1.329437, -0.286957, 7.968384, 8.332184, -7.938935, -4.517639, 0.951172, -1.402801, -3.758545, 167.976727300113
-6.596192, 4.191864, -0.316345, 0.817139, 10.402618, 3.306915, -3.258728, 5.549377, 9.057037, 9.039398, -1.690979, 5.953064, 0.977143, 5.669098, -4.99347, 0.519196, 1643.01314869521
4.808747, 8.047699, -4.149383, -1.437347, 9.862427, 2.258911, 2.196472, -0.305176, -3.632782, -4.096283, 7.304291, 1.921296, -6.650238, -6.989533, 3.530579, -6.635559, 673.852072258144
-3.862, 1.569977, 0.144531, -4.388885, 5.490234, 9.69577, -7.230591, 2.685303, 7.348907, 9.40921, -8.550842, -1.354248, -1.780365, 10.049713, 3.339508, 8.808747, 175.909681593936
10.175018, 2.309723, 7.024627, 7.595612, 5.483582, -3.104919, 10.458435, 1.005371, 0.863678, 3.810059, -1.469086, -8.287384, 4.362396, -3.732453, -8.740265, 1.789856, 11885.8018689667
-2.140533, 0.224212, 3.606445, -4.944581, 2.196228, 5.54068, 3.91803, 1.045959, -2.070678, 3.766632, -6.006805, 0.614258, 9.709931, -1.449036, -1.226104, 9.151733, 13.6273182204743
9.287353, -4.322998, -7.338318, -5.563904, -5.861847, -6.277313, 10.459015, 10.104187, 3.719971, 3.345581, -1.064148, 3.74942, -6.649658, -3.806855, -7.979035, 7.644623, 8336.53443769718
7.710816, -4.562134, -8.381714, 6.089477, 4.975678, 4.937409, 5.048431, -7.616608, -5.434112, 7.019805, 9.11499, 1.423035, 1.528076, 1.893555, -4.203949, -5.074981, 4060.72424419037
-1.46167, 0.68277, -3.439484, 9.273559, 3.53125, -5.912537, 0.30954, -2.006805, 5.953675, -7.331512, -0.057067, -4.153778, 8.643707, -3.242096, 7.550598, 7.555695, 2.11652497746334
-8.665405, 4.99405, -2.771149, 5.15274, 6.783661, 8.481628, 1.521912, -8.050537, 3.526123, 3.576996, -4.511658, 3.136474, 10.25415, 9.298187, 2.392273, 4.005584, 5054.13966658385
3.820557, 7.360199, -0.979981, -3.202514, -6.13208, 4.835053, -8.378631, 4.174316, -3.917633, -0.563019, 1.476013, 9.317444, -7.92746, 3.432587, 9.084961, 5.650025, 287.246928505285
-0.126617, 0.176025, 2.986969, 1.184662, 10.075286, 10.269073, 7.19989, 7.496155, -0.422333, 6.346374, -2.712921, -5.680908, 1.968232, -5.514404, -4.951111, 10.770417, -0.112358021236921
4.526581, 9.242523, 7.83899, 5.197296, 10.853241, 3.311218, 1.505768, 8.649597, -5.876343, 3.809296, -2.041137, 0.97757, -4.033081, 1.187896, 0.360412, 0.554565, 537.603328324592
-5.030212, 6.766968, 2.941498, 10.624725, 10.805573, -6.104614, 4.443603, -0.724549, 7.988099, -0.263855, 10.185028, -6.964692, -7.749573, 1.676453, 1.752228, -6.903565, 533.236668818159
7.548981, -4.637116, 0.316253, 0.162475, -5.307678, -0.638367, 0.574127, -8.079101, 10.595093, -5.556397, 3.315368, -4.859009, -0.843079, -1.505524, -8.386749, -5.603699, 3742.26191483226
8.766327, -8.949921, 0.641205, -1.587647, 10.429687, 9.456329, 10.114441, -4.960724, 1.524933, -2.345459, 0.356048, 10.849579, 7.180786, 7.591461, -1.011383, 3.360626, 6664.98407320731
9.280334, 0.254547, 3.250641, 10.882416, -5.909821, 6.332031, 8.937775, 4.990235, 4.514252, 9.498108, -5.030639, 5.622223, -5.027374, -5.676911, 4.579804, 5.802155, 8312.11655791031
